start_timestamp,original_round_index,original_test_id,merged_round_index,merged_test_id,step_evaluation,true_attack_type,predicted_attack_type,target_field,target_value,predicted_fail_score,absolute_error,ConstellationConfig,DegradedEdgeRatio,EdgeDisconnectRatio,EdgeBandwidthMeanDecreaseRatio,EdgeBandwidthDecreaseStd,PoissonRate,MeanIntervalTime,PacketGenerationInterval,PacketSizeMean,PacketSizeStd,StateObservationAttack_level,ActionAttack_level,StateTransferAttack_level,RewardAttack_level,ExperiencePoolAttack_level,ModelTampAttack_level,timestamp
20260516_100629,1,11,1,11,20260516_100629|round_001|test_0011,NoAttack,NoAttack,fused_score,0.0,0.029716399915474756,0.029716399915474756,0.16236712509415188,0.08954249747991276,0.046341461863210705,0.05380996423117589,0.1253317729831455,0.03366925434014631,0.05068798660146207,0.008388482421233311,0.04236059567676208,0.26269836587413065,0.005590892225610147,0.007883480583956264,0.04417301574803926,0.01033469948002888,0.009210327943690729,0.047610077453343454,2026-05-21T08:05:18+00:00
20260516_100629,1,12,1,12,20260516_100629|round_001|test_0012,NoAttack,NoAttack,fused_score,0.0,-0.06709768157931784,0.06709768157931784,0.24334651745771166,0.10928795170155778,0.11694305640539585,0.02637944182834168,0.12351027907397326,0.0032136854823460715,0.0019830168618769385,0.1807872906811963,0.00383709874298268,0.022941829025247516,0.058949075474572274,0.05514230395393197,0.009888939914698918,0.0011382523236744496,0.028724071529120425,0.013927189543372359,2026-05-21T08:05:18+00:00
20260516_100629,1,13,1,13,20260516_100629|round_001|test_0013,StateTransferAttack,StateTransferAttack,fused_score,0.0,-0.025117712036443307,0.025117712036443307,0.07590943591313552,0.00926786567855609,0.1589860660644662,0.024023203233539656,0.05287759251452799,0.028654277089092368,0.013231070289308292,0.06747349022349934,0.07203875600487175,0.10718232680605441,0.11410957704227999,0.01877953925610133,0.15114896939347114,0.031475888324399105,0.003644827850939526,0.07119711431575723,2026-05-21T08:05:18+00:00
20260516_100629,1,14,1,14,20260516_100629|round_001|test_0014,ModelTampAttack,ModelTampAttack,fused_score,0.0,-0.006917116117664435,0.006917116117664435,0.188690081795996,0.0023009751196245007,0.11064763721942547,0.1443872964115661,0.0015301175810491572,0.00057275584128116,0.1582552135328195,0.03350471768688318,0.014103358344193725,0.027521409354249547,0.015781430553505966,0.0487191585044591,0.046841087760500895,0.009480587271401988,0.025843758519707546,0.171820414503336,2026-05-21T08:05:18+00:00
20260516_100629,1,15,1,15,20260516_100629|round_001|test_0015,StateObservationAttack,StateObservationAttack,fused_score,0.0,0.0025716863846233506,0.0025716863846233506,0.34047896943630274,0.06006929781196031,0.006780121176392395,0.00992267578988809,0.03998584211424138,0.09764997936035957,0.01377938603741467,0.043115882660727016,0.11601600312708837,0.07154214821356625,0.11989672200666723,0.02339089715568702,0.012112024746404777,0.030815224771731792,0.01216841520747948,0.002276410384088947,2026-05-21T08:05:18+00:00
20260516_100629,1,16,1,16,20260516_100629|round_001|test_0016,ActionAttack,ActionAttack,fused_score,0.0,-0.018118736158706072,0.018118736158706072,0.023678529756560183,0.038468826950019394,0.023233986107096993,0.023608430177390147,0.06737809711663198,0.028151392554276636,0.00596833372142675,0.020128118883734274,0.3260987390156835,0.25517991988102556,0.028178148342549458,0.0836566417324743,0.022567617536284494,0.004979641443942239,0.002536452656955535,0.04618712412394863,2026-05-21T08:05:18+00:00
20260516_100629,1,17,1,17,20260516_100629|round_001|test_0017,ActionAttack,ActionAttack,fused_score,0.0,0.004246365050558393,0.004246365050558393,0.03905641386597125,0.036481959832772096,0.20401086305209634,0.03133554944235516,0.0072470909251773855,0.012049158842555115,0.059017160148868285,0.008952846500311664,0.1496193553549443,0.0958396067397657,0.03743181823072132,0.19764941518758225,0.012574659823938223,0.006150613224438509,0.028713177831185786,0.07387031099731657,2026-05-21T08:05:18+00:00
20260516_100629,2,18,2,18,20260516_100629|round_002|test_0018,ExperiencePoolAttack,ExperiencePoolAttack,fused_score,0.0,0.0006703865390161323,0.0006703865390161323,0.02372936472853981,0.05002573036957939,0.04858208199123818,0.03781242800627983,0.0020353558680613645,0.009511487279935687,0.16814562160789406,0.08662376078810459,0.09680744839674059,0.09672151021083819,0.054027767991608085,0.010742442335244282,0.0007681704198992911,0.003955110418757955,0.24536133303269614,0.06515038655458248,2026-05-21T08:05:18+00:00
20260516_100629,2,19,2,19,20260516_100629|round_002|test_0019,NoAttack,NoAttack,fused_score,0.0,0.032606732785906645,0.032606732785906645,0.11617453544014149,0.13264863205976798,0.005583305863674935,0.15967032803145506,0.05172286473326872,0.08874434591598643,0.14266374773434476,0.014681677720580953,0.008778922877579975,0.028677724698900862,0.06724139507479222,0.020622791865582593,0.06698592506023487,0.008543586762898112,0.0453588264430956,0.04190138971769552,2026-05-21T08:05:18+00:00
20260516_100629,2,20,2,20,20260516_100629|round_002|test_0020,StateTransferAttack,StateTransferAttack,fused_score,0.0,0.004423158713202757,0.004423158713202757,0.10296049986912435,0.017755490839256233,0.044169433245196246,0.07514589322769875,0.006645613742252542,0.11328756320774662,0.1497554340854243,0.041991160156095386,0.08866749040959454,0.002969079120299965,0.13625678464574753,0.014807383191563817,0.14529909545130135,0.002684188142034874,0.01479131746004977,0.04281357320661375,2026-05-21T08:05:18+00:00
20260516_100629,2,21,2,21,20260516_100629|round_002|test_0021,ModelTampAttack,ModelTampAttack,fused_score,0.0,0.09552909829871425,0.09552909829871425,0.2027186750892187,0.023426275230432933,0.02820885847059513,0.14567251599465822,0.023827636858379447,0.005643267464630932,0.11728630219596643,0.005702258102493915,0.0488161606501309,0.018749458604985475,0.03349463473693358,0.05989056067573122,0.04155506610312237,0.0016685068816083863,0.025236634120534566,0.2181031888205779,2026-05-21T08:05:18+00:00
20260516_100629,2,22,2,22,20260516_100629|round_002|test_0022,StateObservationAttack,StateObservationAttack,fused_score,0.0,-0.0019229053292399434,0.0019229053292399434,0.3280730207678449,0.005882418552935216,0.029328124989365927,0.08627872889838142,0.027217089931577426,0.03418038814469833,0.015424118831572381,0.10206697399567707,0.00275277863976507,0.03936831616811609,0.24522375407309788,0.024372547104770857,0.0037991091675038547,0.04479724335239734,0.000343027036925307,0.010892360345370881,2026-05-21T08:05:18+00:00
20260516_100629,2,23,2,23,20260516_100629|round_002|test_0023,ActionAttack,ActionAttack,fused_score,0.0,0.03690786413873237,0.03690786413873237,0.18982490825882928,0.08463530173273935,0.10688386211606597,0.0002700029624647873,0.22294284468243428,0.012632616300880566,0.0004212648466344163,0.04495948513683134,0.013919674921265652,0.01877215652330297,0.03478978691202099,0.18551784766122986,0.0151318862539608,0.0207656154251422,0.029812117520122895,0.018720628746074632,2026-05-21T08:05:18+00:00
